[Leaders.Leader-4].Name;General Voronin
[StoryEvents.Event-OperationMonolith-HelicopterAttack-6].Name;Helicopter Attack
[StoryEvents.Event-OperationMonolith-HelicopterAttack-6].Desc-Owner;A Military helicopter opened fire on territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-6].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-HelicopterAttack-6.
[StoryEvents.Event-OperationMonolith-Reinforcement-2].Name;Falcon Squad
[StoryEvents.Event-OperationMonolith-Reinforcement-2].Desc-Owner;Reinforcements have arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Reinforcement-2].Desc-NonOwner;We received intelligence that another Military squad has arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-6].Name;Falcon Squad
[StoryEvents.Event-OperationMonolith-Invasion-6].Desc-Owner;A Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-6].Desc-NonOwner;We received intelligence that a Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-7].Name;Helicopter Attack
[StoryEvents.Event-OperationMonolith-HelicopterAttack-7].Desc-Owner;A Military helicopter opened fire on territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-7].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-HelicopterAttack-7.
[StoryEvents.Event-OperationMonolith-Reinforcement-3].Name;Buzzard Squad
[StoryEvents.Event-OperationMonolith-Reinforcement-3].Desc-Owner;Reinforcements have arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Reinforcement-3].Desc-NonOwner;We received intelligence that another Military squad has arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-7].Name;Buzzard Squad
[StoryEvents.Event-OperationMonolith-Invasion-7].Desc-Owner;A Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-7].Desc-NonOwner;We received intelligence that a Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-CHAES-5].Name;The Marked One continues his journey
[StoryEvents.Event-CHAES-5].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-CHAES-5].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-CHAES-6].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-CHAES-6].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-CHAES-6].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-OperationMonolith-HelicopterAttack-8].Name;Helicopter Attack
[StoryEvents.Event-OperationMonolith-HelicopterAttack-8].Desc-Owner;A Military helicopter opened fire on territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-8].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-HelicopterAttack-8.
[StoryEvents.Event-OperationMonolith-Reinforcement-4].Name;Kestrel Squad
[StoryEvents.Event-OperationMonolith-Reinforcement-4].Desc-Owner;Reinforcements have arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Reinforcement-4].Desc-NonOwner;We received intelligence that another Military squad has arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-8].Name;Kestrel Squad
[StoryEvents.Event-OperationMonolith-Invasion-8].Desc-Owner;A Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-8].Desc-NonOwner;We received intelligence that a Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-BurstAlarm-1].Name;Readings Off the Charts!
[StoryEvents.Event-OperationMonolith-BurstAlarm-1].Desc-Owner;Warning! An Emission is imminent!
[StoryEvents.Event-OperationMonolith-BurstAlarm-1].Desc-NonOwner;Reports indicate an imminent Emission! Measuring instruments are reading off the charts!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-9].Name;Helicopter Attack
[StoryEvents.Event-OperationMonolith-HelicopterAttack-9].Desc-Owner;A Military helicopter opened fire on territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-9].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-HelicopterAttack-9.
[StoryEvents.Event-OperationMonolith-Reinforcement-5].Name;Harrier Squad
[StoryEvents.Event-OperationMonolith-Reinforcement-5].Desc-Owner;Reinforcements have arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Reinforcement-5].Desc-NonOwner;We received intelligence that another Military squad has arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-9].Name;Harrier Squad
[StoryEvents.Event-OperationMonolith-Invasion-9].Desc-Owner;A Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-9].Desc-NonOwner;We received intelligence that a Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-CHAES-7].Name;The Marked One continues his journey
[StoryEvents.Event-CHAES-7].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-CHAES-7].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-CHAES-8].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-CHAES-8].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-CHAES-8].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-OperationMonolith-HelicopterAttack-10].Name;Helicopter Attack
[StoryEvents.Event-OperationMonolith-HelicopterAttack-10].Desc-Owner;A Military helicopter opened fire on territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-10].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-HelicopterAttack-10.
[StoryEvents.Event-OperationMonolith-Reinforcement-6].Name;Owl Squad
[StoryEvents.Event-OperationMonolith-Reinforcement-6].Desc-Owner;Reinforcements have arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Reinforcement-6].Desc-NonOwner;We received intelligence that another Military squad has arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-10].Name;Owl Squad
[StoryEvents.Event-OperationMonolith-Invasion-10].Desc-Owner;A Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-10].Desc-NonOwner;We received intelligence that a Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-11].Name;Helicopter Attack
[StoryEvents.Event-OperationMonolith-HelicopterAttack-11].Desc-Owner;A Military helicopter opened fire on territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-11].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-HelicopterAttack-11.
[StoryEvents.Event-OperationMonolith-Reinforcement-7].Name;Vulture Squad
[StoryEvents.Event-OperationMonolith-Reinforcement-7].Desc-Owner;Reinforcements have arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Reinforcement-7].Desc-NonOwner;We received intelligence that another Military squad has arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-11].Name;Vulture Squad
[StoryEvents.Event-OperationMonolith-Invasion-11].Desc-Owner;A Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-11].Desc-NonOwner;We received intelligence that a Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-CHAES-9].Name;The Marked One continues his journey
[StoryEvents.Event-CHAES-9].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-CHAES-9].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-CHAES-10].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-CHAES-10].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-CHAES-10].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-3].Name;Helicopter Shot Down
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-3].Desc-Owner;A Military helicopter was shot down over location %1:s!
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-3].Desc-NonOwner;A Military helicopter was shot down over location %1:s!
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-4].Name;Another Helicopter Shot Down
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-4].Desc-Owner;A Military helicopter was shot down over location %1:s!
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-4].Desc-NonOwner;A Military helicopter was shot down over location %1:s!
[StoryEvents.Event-OperationMonolith-Clearing-1].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-1].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-1.
[StoryEvents.Event-OperationMonolith-Clearing-1].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-1.
[StoryEvents.Event-OperationMonolith-Clearing-2].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-2].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-2.
[StoryEvents.Event-OperationMonolith-Clearing-2].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-2.
[StoryEvents.Event-OperationMonolith-Clearing-3].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-3].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-3.
[StoryEvents.Event-OperationMonolith-Clearing-3].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-3.
[StoryEvents.Event-OperationMonolith-Clearing-4].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-4].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-4.
[StoryEvents.Event-OperationMonolith-Clearing-4].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-4.
[StoryEvents.Event-OperationMonolith-Clearing-5].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-5].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-5.
[StoryEvents.Event-OperationMonolith-Clearing-5].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-5.
[StoryEvents.Event-OperationMonolith-Clearing-6].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-6].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-6.
[StoryEvents.Event-OperationMonolith-Clearing-6].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-6.
[StoryEvents.Event-OperationMonolith-Clearing-7].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-7].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-7.
[StoryEvents.Event-OperationMonolith-Clearing-7].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-7.
[StoryEvents.Event-OperationMonolith-Clearing-8].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-8].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-8.
[StoryEvents.Event-OperationMonolith-Clearing-8].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-8.
[StoryEvents.Event-OperationMonolith-Clearing-9].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-9].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-9.
[StoryEvents.Event-OperationMonolith-Clearing-9].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-9.
[StoryEvents.Event-OperationMonolith-Clearing-10].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-10].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-10.
[StoryEvents.Event-OperationMonolith-Clearing-10].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-10.
[StoryEvents.Event-OperationMonolith-Clearing-11].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-11].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-11.
[StoryEvents.Event-OperationMonolith-Clearing-11].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-11.
[StoryEvents.Event-OperationMonolith-Clearing-12].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-12].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-12.
[StoryEvents.Event-OperationMonolith-Clearing-12].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-12.
[StoryEvents.Event-OperationMonolith-Clearing-13].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-13].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-13.
[StoryEvents.Event-OperationMonolith-Clearing-13].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-13.
[StoryEvents.Event-OperationMonolith-Clearing-14].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-14].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-14.
[StoryEvents.Event-OperationMonolith-Clearing-14].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-14.
[StoryEvents.Event-OperationMonolith-Clearing-15].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-15].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-15.
[StoryEvents.Event-OperationMonolith-Clearing-15].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-15.
[StoryEvents.Event-OperationMonolith-Clearing-16].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-16].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-16.
[StoryEvents.Event-OperationMonolith-Clearing-16].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-16.
[StoryEvents.Event-OperationMonolith-Clearing-17].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-17].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-17.
[StoryEvents.Event-OperationMonolith-Clearing-17].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-17.
[StoryEvents.Event-OperationMonolith-Clearing-18].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-18].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-18.
[StoryEvents.Event-OperationMonolith-Clearing-18].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-18.
[StoryEvents.Event-OperationMonolith-Clearing-19].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-19].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-19.
[StoryEvents.Event-OperationMonolith-Clearing-19].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-19.
[StoryEvents.Event-OperationMonolith-Clearing-20].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-20].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-20.
[StoryEvents.Event-OperationMonolith-Clearing-20].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-20.
[StoryEvents.Event-OperationMonolith-Clearing-21].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-21].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-21.
[StoryEvents.Event-OperationMonolith-Clearing-21].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-21.
[StoryEvents.Event-OperationMonolith-Clearing-22].Name;Ownership Change at CNPP
[StoryEvents.Event-OperationMonolith-Clearing-22].Desc-Owner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-22.
[StoryEvents.Event-OperationMonolith-Clearing-22].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-Clearing-22.
[StoryEvents.Event-OperationMonolith-Finishing-Lose-1].Name;Operation Monolith Failed
[StoryEvents.Event-OperationMonolith-Finishing-Lose-1].Desc-Owner;The Great Monolith granted us strength and we repelled them!
[StoryEvents.Event-OperationMonolith-Finishing-Lose-1].Desc-NonOwner;Government forces failed to take control of the Sarcophagus! Is this a complete disaster for them?
[StoryEvents.Event-OperationMonolith-Finishing-Lose-2].Name;Operation Monolith Failed
[StoryEvents.Event-OperationMonolith-Finishing-Lose-2].Desc-Owner;We managed to defend %0:s! We repelled the Military!
[StoryEvents.Event-OperationMonolith-Finishing-Lose-2].Desc-NonOwner;Government forces failed to take control of %0:s! Is this a complete disaster for them?
[StoryEvents.Event-OperationMonolith-Finishing-Lose-3].Name;Ambiguous Outcome
[StoryEvents.Event-OperationMonolith-Finishing-Lose-3].Desc-Owner;"We managed to capture %0:s! Us, not ""those"" Military! We are the protection of this world from the Zone's contamination!"
[StoryEvents.Event-OperationMonolith-Finishing-Lose-3].Desc-NonOwner;Government forces failed to take control of %0:s! Is this a complete disaster for them, or was there some kind of deal with Duty?
[StoryEvents.Event-OperationMonolith-Finishing-Victory].Name;Operation Results
[StoryEvents.Event-OperationMonolith-Finishing-Victory].Desc-Owner;Despite all the casualties, %0:s has been captured! It's a success, but given our losses in this campaign, we'll probably be summoned before a court-martial...
[StoryEvents.Event-OperationMonolith-Finishing-Victory].Desc-NonOwner;%0:s is under government control!
[StoryEvents.Event-CHAES-11].Name;The Marked One continues his journey
[StoryEvents.Event-CHAES-11].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-CHAES-11].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-CHAES-12].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-CHAES-12].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-CHAES-12].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Ending-Mutants].Name;The Marked One Made a Wish
[StoryEvents.Event-Ending-Mutants].Desc-Owner;Controller to another Controller: Have you seen the Marked One near the Wish Granter? Hah, he's walking around blind and deaf, muttering about green grass and beautiful meadows. Been like that for days. I wish I could wash people's brains like that stone...
[StoryEvents.Event-Ending-Mutants].Desc-NonOwner;Rumors say that the Marked One found the Wish Granter, but for some reason, he was later found wandering near CNPP. Blind and deaf, mumbling about green grass and beautiful meadows. What could he have wished for?
[StoryEvents.Event-Ending-Stalkers].Name;The Marked One Made a Wish
[StoryEvents.Event-Ending-Stalkers].Desc-Owner;Squad commanders reported finding the Marked One's body under debris in the Sarcophagus. He was holding a nut in his hand. What happened?
[StoryEvents.Event-Ending-Stalkers].Desc-NonOwner;Rumors say that the Marked One found the Wish Granter, but for some reason, he was later found under debris holding a nut. What could he have wished for?
[StoryEvents.Event-Ending-Soldiers].Name;The Marked One Made a Wish
[StoryEvents.Event-Ending-Soldiers].Desc-Owner;Officers reported finding the Marked One's gear near the Wish Granter. The Marked One himself is nowhere to be found. Did the Monolith take him? What happened?
[StoryEvents.Event-Ending-Soldiers].Desc-NonOwner;Rumors speak of the Marked One finding the Wish Granter, but for some reason, he vanished afterwards and hasn't been seen. Although his gear was found near the Wish Granter. Did the Monolith take him? What could he have wished for?
[StoryEvents.Event-Ending-Duty].Name;The Marked One Made a Wish
[StoryEvents.Event-Ending-Duty].Desc-Owner;Officers reported finding the Marked One in the Sarcophagus. He sees nothing and hears nothing, constantly talking about greenery all around and beautiful meadows. What happened?
[StoryEvents.Event-Ending-Duty].Desc-NonOwner;Rumors say that the Marked One found the Wish Granter, but for some reason, he was later found blind and deaf, mumbling about green grass and beautiful meadows. What could he have wished for?
[StoryEvents.Event-Ending-Freedom].Name;The Marked One Made a Wish
[StoryEvents.Event-Ending-Freedom].Desc-Owner;Officers reported finding the Marked One wandering aimlessly in the Sarcophagus. He sees nothing and hears nothing, constantly talking about darkness. What happened?
[StoryEvents.Event-Ending-Freedom].Desc-NonOwner;Rumors say that the Marked One found the Wish Granter, but for some reason, he was later found blind and deaf, wandering aimlessly and mumbling about darkness. What could he have wished for?
[StoryEvents.Event-CHAES-13].Name;The Marked One continues his journey
[StoryEvents.Event-CHAES-13].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-CHAES-13].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-CHAES-14].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-CHAES-14].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-CHAES-14].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Ending-Monolith].Name;The Marked One Destroyed the C-Consciousness!
[StoryEvents.Event-Ending-Monolith].Desc-Owner;Monolith! We can no longer hear you! Monolith! Answer us! Monolith! Monolith!!!
[StoryEvents.Event-Ending-Monolith].Desc-NonOwner;Rumors say that the Marked One destroyed a certain C-Consciousness, which used the Wish Granter and controlled the Monolith faction! I wonder if it's true?
[StoryEvents.Event-Ending-Zombie].Name;The Marked One Joined the C-Consciousness!
[StoryEvents.Event-Ending-Zombie].Desc-Owner;So it is. The Marked One has joined the C-Consciousness. He has earned his place among the masters of the Zone!
[StoryEvents.Event-Ending-Zombie].Desc-NonOwner;"Rumors say that the Marked One managed to sneak inside CNPP. But there's no confirmation or information on what happened to him afterwards. Some assume he joined the Monolith faction, while others even claim he made a wish like "I want to become the master of the Zone". Anyway, rumors vary, and the Zone has begun expanding rapidly... Soon the Cordon will no longer be the outskirts..."
ScenarioName;
ScenarioDescription;
ScenarioVictoryDescription;
ScenarioLoseDescription;
[Groups.Duty.:main].Spy1-Name;
[Groups.Duty.:main].Spy2-Name;
[Groups.Duty.:main].Spy3-Name;
[Groups.Duty.:main].Spy4-Name;
[Groups.Duty.:main].Name;
[Groups.Duty.:main].Description;
[Groups.Duty.:main].DiplomacyText-Question-War;
[Groups.Duty.:main].DiplomacyText-Question-Neutral;
[Groups.Duty.:main].DiplomacyText-Question-Alliance;
[Groups.Duty.:main].DiplomacyText-Question-BreakAlliance;
[Groups.Duty.:main].DiplomacyText-RequestMoney-Ask;
[Groups.Duty.:main].DiplomacyText-Ans-0-Down;
[Groups.Duty.:main].DiplomacyText-Ans-1-Down;
[Groups.Duty.:main].DiplomacyText-Ans-1-No;
[Groups.Duty.:main].DiplomacyText-Ans-1-Yes;
[Groups.Duty.:main].DiplomacyText-Ans-2-No;
[Groups.Duty.:main].DiplomacyText-Ans-2-Yes;
[Groups.Duty.:main].DiplomacyText-RequestMoney-Ans-No;
[Groups.Duty.:main].DiplomacyText-RequestMoney-Ans-Yes;
[Groups.Duty.:main].DiplomacyText-Question-Neutral-No;
[Groups.Duty.:main].DiplomacyText-Question-Neutral-Yes;
[Groups.Duty.:main].DiplomacyText-Question-Alliance-No;
[Groups.Duty.:main].DiplomacyText-Question-Alliance-Yes;
[Groups.Duty.:main].Text-End-Step-Victory;
[Groups.Duty.:main].Text-End-EventFlag-Victory;
[Groups.Duty.:main].Text-End-Standart-Lose;
[Groups.Duty.:main].Text-End-Step-Lose;
[Groups.Duty.:main].Text-End-EventFlag-Lose;
[Groups.Duty.Anarchy].Text-End-Standart-Victory;
[Groups.Duty.AntiZone].Text-End-Standart-Victory;
[Groups.Duty.AntiZone].Text-End-Standart-Lose;
[Groups.Duty.Control].Text-End-Standart-Victory;
[Groups.Duty.Crime].Text-End-Standart-Victory;
[Groups.Duty.Exploring].Text-End-Standart-Victory;
[Groups.Duty.Growth].Text-End-Standart-Victory;
[Groups.Duty.Growth].Text-End-Standart-Lose;
[Groups.Duty.Mercenary].Text-End-Standart-Victory;
[Groups.Duty.Sectarianism].Text-End-Standart-Victory;
[Groups.Duty.Stability].Text-End-Standart-Victory;
[Groups.Duty.Stalkers].Text-End-Standart-Victory;
[Groups.Duty.Unknow].Text-End-Standart-Victory;
[Groups.Duty.Unknow].Text-End-Standart-Lose;
[Groups.Duty.Zombie].Text-End-Standart-Victory;
[Groups.freedom.:main].Spy1-Name;
[Groups.freedom.:main].Spy2-Name;
[Groups.freedom.:main].Spy3-Name;
[Groups.freedom.:main].Spy4-Name;
[Groups.freedom.:main].Name;
[Groups.freedom.:main].Description;
[Groups.freedom.:main].DiplomacyText-Question-War;
[Groups.freedom.:main].DiplomacyText-Question-Neutral;
[Groups.freedom.:main].DiplomacyText-Question-Alliance;
[Groups.freedom.:main].DiplomacyText-Question-BreakAlliance;
[Groups.freedom.:main].DiplomacyText-RequestMoney-Ask;
[Groups.freedom.:main].DiplomacyText-Ans-0-Down;
[Groups.freedom.:main].DiplomacyText-Ans-1-Down;
[Groups.freedom.:main].DiplomacyText-Ans-1-No;
[Groups.freedom.:main].DiplomacyText-Ans-1-Yes;
[Groups.freedom.:main].DiplomacyText-Ans-2-No;
[Groups.freedom.:main].DiplomacyText-Ans-2-Yes;
[Groups.freedom.:main].DiplomacyText-RequestMoney-Ans-No;
[Groups.freedom.:main].DiplomacyText-RequestMoney-Ans-Yes;
[Groups.freedom.:main].DiplomacyText-Question-Neutral-No;
[Groups.freedom.:main].DiplomacyText-Question-Neutral-Yes;
[Groups.freedom.:main].DiplomacyText-Question-Alliance-No;
[Groups.freedom.:main].DiplomacyText-Question-Alliance-Yes;
[Groups.freedom.:main].Text-End-Step-Victory;
[Groups.freedom.:main].Text-End-EventFlag-Victory;
[Groups.freedom.:main].Text-End-Standart-Lose;
[Groups.freedom.:main].Text-End-Step-Lose;
[Groups.freedom.:main].Text-End-EventFlag-Lose;
[Groups.freedom.Anarchy].Text-End-Standart-Victory;
[Groups.freedom.AntiZone].Text-End-Standart-Victory;
[Groups.freedom.Control].Text-End-Standart-Victory;
[Groups.freedom.Crime].Text-End-Standart-Victory;
[Groups.freedom.Exploring].Text-End-Standart-Victory;
[Groups.freedom.Growth].Text-End-Standart-Victory;
[Groups.freedom.Mercenary].Text-End-Standart-Victory;
[Groups.freedom.Sectarianism].Text-End-Standart-Victory;
[Groups.freedom.Stability].Text-End-Standart-Victory;
[Groups.freedom.Stalkers].Text-End-Standart-Victory;
[Groups.freedom.Unknow].Text-End-Standart-Victory;
[Groups.freedom.Zombie].Text-End-Standart-Victory;
[Groups.monolith.:main].Spy1-Name;
[Groups.monolith.:main].Spy2-Name;
[Groups.monolith.:main].Spy3-Name;
[Groups.monolith.:main].Spy4-Name;
[Groups.monolith.:main].Name;
[Groups.monolith.:main].Description;
[Groups.monolith.:main].DiplomacyText-Question-War;
[Groups.monolith.:main].DiplomacyText-Question-Neutral;
[Groups.monolith.:main].DiplomacyText-Question-Alliance;
[Groups.monolith.:main].DiplomacyText-Question-BreakAlliance;
[Groups.monolith.:main].DiplomacyText-RequestMoney-Ask;
